,Fuel Type Code,Station Name,Street Address,City,State,ZIP,Latitude,Longitude
692,ELEC,Music Center Parking - Level 2,135 N Grand Ave,Los Angeles,CA,90012,34.057657,-118.24789
693,ELEC,Balboa Golf Course,16821 Burbank Blvd,Encino,CA,91436,34.169242,-118.497212
694,ELEC,California State University - Northridge,18111 Nordhoff St,Northridge,CA,91330,34.248959,-118.523887
695,ELEC,California State University - Northridge,18111 Nordhoff St,Northridge,CA,91330,34.241687,-118.528543
696,ELEC,California State University - Northridge,18111 Nordhoff St,Northridge,CA,91330,34.236853,-118.532588
697,ELEC,Northridge Metrolink Station,8775 Wilbur Ave,Northridge,CA,91324,34.229277,-118.544827
698,ELEC,Los Angeles Harbor Department Headquarters,425 S Palos Verdes St,San Pedro,CA,90731,33.740758,-118.28192
699,ELEC,Sylmar Metrolink Station,Village Way Dr,San Fernando,CA,91342,34.2924134,-118.4497914
700,ELEC,Getty Center,1200 Getty Center Dr,Los Angeles,CA,90049,34.077588,-118.474585
707,ELEC,Los Angeles County - Arboretum,301 N Baldwin Ave,Arcadia,CA,91007,34.145528,-118.050548
709,ELEC,City of Glendora - City Hall,114 S Vista Bonita Ave,Glendora,CA,91741,34.13556,-117.864
710,ELEC,DoubleTree Hotel - Los Angeles - Westside,6161 Centinela Ave,Culver City,CA,90230,33.9826,-118.3966
711,ELEC,Helms Bakery Building,8800 Venice Blvd,Los Angeles,CA,90034,34.029971,-118.385231
712,ELEC,Westfield MainPlace Mall,2800 N Main St,Santa Ana,CA,92705,33.777054,-117.870566
713,ELEC,California State University - Channel Islands,1 University Dr,Camarillo,CA,93012,34.16657601660278,-119.0458546627045
714,ELEC,Brea Downtown Parking,101 S Brea Blvd,Brea,CA,92821,33.919899,-117.898618
715,ELEC,Home Depot,2745 Teller Rd,Newbury Park,CA,91320,34.192178,-118.934793
716,ELEC,Lake Casitas Municipal Water District - Recreational Area,Casitas Pass Rd & Baldwin Rd,Oak View,CA,93022,34.418322,-119.3368
717,ELEC,San Dimas Park & Ride,205 S San Dimas Ave,San Dimas,CA,91773,34.105275,-117.809208
718,ELEC,City of Pasadena - El Molino Lot,100 N El Molino Ave,Pasadena,CA,91101,34.147709,-118.136621
719,ELEC,Ventura County Government Center,800 S Victoria Ave,Ventura,CA,93009,34.267352,-119.2124
720,ELEC,Ventura County Air Pollution Control District,669 County Square Dr,Ventura,CA,93003,34.268756,-119.2154
721,ELEC,Pacific View Mall,3295 E Main St,Ventura,CA,93003,34.268,-119.2492
722,ELEC,LADWP - Scattergood Generating Facility,12700 Vista del Mar,Playa del Rey,CA,90293,33.917593,-118.425334
723,ELEC,Los Angeles Department of Public Works - Baldwin Park Construction Permit Office,14747 E Ramona Blvd,Baldwin Park,CA,91706,34.089085,-117.95463
724,ELEC,Los Angeles Department of Public Works - Imperial Maintenance Yard,5525 Imperial Hwy,South Gate,CA,90280,33.930663,-118.175758
725,CNG,Trillium - Mount Diablo Unified School District,2352 Bisso Ln,Concord,CA,94520,37.982071,-122.046184
726,ELEC,University of California - Davis Extension - Lot 80,1441 Research Park Dr,Davis,CA,95616,38.539336,-121.732405
727,ELEC,San Luis Obispo County Air Pollution Control District,3433 Roberto Ct,San Luis Obispo,CA,93401,35.25939,-120.64492
728,E85,Acorn Petroleum,108 Baxter Rd,Pueblo,CO,81006,38.274655,-104.496219
739,ELEC,Soquel & Front Garage,601 Front St,Santa Cruz,CA,95061,36.973393,-122.024849
755,LPG,ARRO Autogas - Main Street Shell Station,1204 E Main St,Santa Maria,CA,93454,34.952606,-120.415997
756,LPG,ARRO Autogas - Delta Liquid Energy #11,1960 Ramada Dr,Paso Robles,CA,93446,35.588058,-120.693573
757,LPG,ARRO Autogas - Madonna Shell Station,204 Madonna Rd,San Luis Obispo,CA,93405,35.264698,-120.676147
763,CNG,California Clean Fuels,15330 Woodruff Ave,Bellflower,CA,90706,33.893124,-118.117101
764,LNG,Clean Energy - Los Angeles County Sanitation District,2800 Workman Mill Rd,Whittier,CA,90601,34.025657,-118.031019
765,E85,McChord Air Force Base,930 Tacoma Ave S,Tacoma,WA,98438,47.253205,-122.445212
767,E85,Acorn Petroleum,1041 N Colorado Ave,Brush,CO,80723,40.2665,-103.621179
803,BD,Pearson Fuels Depot,4067 El Cajon Blvd,San Diego,CA,92105,32.754335,-117.107501
804,E85,Pearson Fuels Depot,4067 El Cajon Blvd,San Diego,CA,92105,32.754335,-117.107501
808,CNG,Clean Energy - Seattle-Tacoma International Airport,19425 28th Ave S,SeaTac,WA,98188,47.42816,-122.2995
811,CNG,Questar Gas - Flying J Travel Plaza - Springville,1460 N 1750 W,Springville,UT,84663,40.187357,-111.640443
812,CNG,Questar Gas - 7-Eleven,7953 S Airport Rd,West Jordan,UT,84088,40.607539,-111.996214
813,CNG,Salt Lake City International Airport,600 N 3700 W,Salt Lake City,UT,84116,40.781373,-111.979973
814,CNG,Utah State University,900 E 1400 N,Logan,UT,84341,41.757045,-111.810695
815,CNG,Dominion Energy - City of Murray,4646 S 500 W,Murray,UT,84123,40.671518,-111.906969
822,LNG,Waste Management - Alameda County,172 98th Ave,Oakland,CA,94603,37.727763,-122.192533
823,LNG,Waste Management - Long Beach Hauling,1970 E 213th St,Long Beach,CA,90810,33.834788,-118.234664
824,LNG,Clean Energy - City of Tulare,3989 S K St,Tulare,CA,93274,36.169487,-119.338155
825,LNG,City of Los Angeles - West Valley,8840 Vanalden Ave,Northridge,CA,91324,34.232569,-118.549408
826,LNG,Burrtec Waste,9820 Cherry Ave,Fontana,CA,92335,34.075208,-117.488947
827,LNG,County of Sacramento,4450 Roseville Rd,North Highlands,CA,95660,38.649062,-121.391311
828,LNG,City of Redlands,1270 W Park Ave,Redlands,CA,92373,34.059452,-117.201618
829,LNG,TruStar Energy - City of Long Beach,2600 Temple Ave,Long Beach,CA,90806,33.806189,-118.158713
830,LNG,Norcal Waste - Recology San Francisco,501 Tunnel Ave,San Francisco,CA,94134,37.708724,-122.397035
831,LNG,Waste Management - Lancaster Hauling,1205 W City Ranch Rd,Palmdale,CA,93551,34.570009,-118.149825
832,LNG,Republic Services,1930 Walters Ct,Fairfield,CA,94533,38.270365,-121.991521
833,LNG,City of Los Angeles - East Valley,11050 Pendleton St,Sun Valley,CA,91352,34.238744,-118.370919
834,LNG,City of Sacramento - Meadowview City Service Center,2812 Meadowview Rd,Sacramento,CA,95832,38.480697,-121.47495
835,BD,Shoco Oil,5135 E 74th Ave,Commerce City,CO,80022,39.832768,-104.927427
842,BD,Island Supply - Mead Biofuel,21 W Beach Rd,Eastsound,WA,98245,48.677753,-122.939944
843,ELEC,LADWP - Wilmington District Yard,315 N Island Ave,Wilmington,CA,90744,33.773005,-118.265821
844,BD,Travis Air Force Base,611 Collins Dr,Fairfield,CA,94535,38.278146,-121.930245
845,E85,Peterson Air Force Base,1143 Otis St,Colorado Springs,CO,80914,38.828151,-104.707111
846,E85,Malmstrom Air Force Base,6710 Trainer Dr,Malmstrom AFB,MT,59402,47.5190109,-111.1857232
847,CNG,City of Redlands,1270 W Park Ave,Redlands,CA,92373,34.059452,-117.201618
848,CNG,City of Corona,430 N Cota St,Corona,CA,92880,33.88752735448332,-117.5715328981476
850,CNG,City of Riverside,8095 Lincoln Ave,Riverside,CA,92504,33.92399216,-117.4119492
859,BD,Peterson Air Force Base,1143 Otis St,Colorado Springs,CO,80914,38.828151,-104.707111
860,CNG,Clean Energy - San Francisco Airport,790 N McDonnell Rd,San Francisco,CA,94128,37.63281471742084,-122.3983520158691
861,ELEC,Fair Oaks - Orangevale - Community Library,11601 Fair Oaks Blvd,Fair Oaks,CA,95628,38.66292,-121.2634
862,ELEC,Sutter Galleria Mall - University of California - Davis Extension,2901 K St,Sacramento,CA,95816,38.57277,-121.467902
863,ELEC,North Highlands Library,4235 Antelope Rd,Antelope,CA,95843,38.7042,-121.365
864,ELEC,Gateway Oaks Metro Center,2710 Gateway Oaks Dr,Sacramento,CA,95833,38.615468,-121.517263
865,ELEC,University of California - Davis - Medical Center,4860 Y St,Sacramento,CA,95817,38.552483,-121.4487
866,ELEC,City of Sacramento - Belle Cooledge Library,5600 S Land Park Dr,Sacramento,CA,95822,38.524403,-121.5112
867,ELEC,Mosquito Road Park and Ride,Mosquito Rd & Clay St,Placerville,CA,95667,38.73323,-120.78962
868,ELEC,City of Vacaville - Cultural Center,1000 Ulatis Dr,Vacaville,CA,95687,38.356027,-121.9628
869,ELEC,Stars Recreation Center,155 Browns Valley Pkwy,Vacaville,CA,95688,38.36557,-121.967
870,ELEC,City of Vacaville - Regional Transport Center,190 Hickory Ln,Vacaville,CA,95688,38.35172,-121.987
871,ELEC,Office of Housing & Redevelopment,40 Eldridge Ave,Vacaville,CA,95688,38.356907,-122.001886
872,ELEC,KUIC Radio - Parking Lot,500 Catherine St,Vacaville,CA,95688,38.355867,-121.9862
873,ELEC,City of Vacaville - City Hall,650 Merchant St,Vacaville,CA,95688,38.351758,-121.994475
874,ELEC,Citrus Heights City Hall,6360 Fountain Square Dr,Citrus Heights,CA,95621,38.682605,-121.297614
875,ELEC,El Dorado County Government Center,2850 Fairlane Ct,Placerville,CA,95667,38.72799,-120.828
876,ELEC,El Dorado Transit Park & Ride,4640 Post St,El Dorado Hills,CA,95762,38.6476,-121.067
877,ELEC,Elk Grove Kia,8480 Laguna Grove Dr,Elk Grove,CA,95758,38.40553,-121.391
878,ELEC,CVS Pharmacy,8455 Auburn-Folsom Rd,Granite Bay,CA,95746,38.74453,-121.17
879,BD,Jay's Garage,734 SE 7th Ave,Portland,OR,97214,45.51746,-122.658364
883,CNG,SoCalGas - Azusa Base,950 N Todd Ave,Azusa,CA,91702,34.138664,-117.923766
884,CNG,Trillium - City of Placentia Corporate Yard,2999 E La Jolla St,Placentia,CA,92806,33.860704,-117.865217
885,ELEC,Carmichael Library,5605 Marconi Ave,Carmichael,CA,95608,38.618066,-121.334337
889,CNG,SoCalGas - Lancaster Base,44416 N Division St,Lancaster,CA,93535,34.689589,-118.130371
891,BD,Dal Soglio Sinclair,7398 S 700 W,Midvale,UT,84047,40.616504,-111.911608
900,E85,Stinker Store #23,2323 W Main St,Boise,ID,83702,43.621473,-116.219339
903,CNG,Clean Energy - City of Burbank,810 N Lake St,Burbank,CA,91502,34.182925,-118.319347
904,CNG,Clean Energy - ARCO Cathedral City,36001 Date Palm Dr,Cathedral City,CA,92234,33.786385,-116.458765
905,CNG,Clean Energy - Desert Hot Springs Mission Springs Water District,14501 Park Ln,Desert Hot Springs,CA,92240,33.94323780109677,-116.4977440952148
906,CNG,Clean Energy - 21st Century Oil - Garden Grove,12931 Garden Grove Blvd,Garden Grove,CA,92843,33.775099,-117.906743
907,CNG,PG&E - Marysville Service Center,18 7th St,Marysville,CA,95901,39.143012,-121.583657
908,CNG,Clean Energy - Pasadena - Southern California Gas Co Base,3528 E Foothill Blvd,Pasadena,CA,91107,34.149215,-118.077389
909,CNG,Clean Energy - Yucca Valley - Park n Ride Transit Facility,7485 Kickapoo Trail,Yucca Valley,CA,92284,34.118101,-116.45646
910,LPG,Arrowhead LP Gas,1600 Craig-Klawock Hwy,Craig,AK,99921,55.47712271190559,-133.1338063042908
913,LPG,Cenex - Panhandle Co-op - Torrington,740 W Valley Rd,Torrington,WY,82240,42.067181,-104.19366
916,CNG,Clean Energy - Oakland International Airport,7855 Earhart Rd,Oakland,CA,94621,37.73137,-122.212097
936,CNG,Southwest Transportation Agency,16644 S Elm Ave,Caruthers,CA,93609,36.492055,-119.791174
937,CNG,Fort Lewis,McKinley Ave & Garfield St,Fort Lewis,WA,98433,47.10579,-122.539
976,BD,BioFuel Oasis,1441 Ashby Ave,Berkeley,CA,94702,37.853452,-122.279305
978,ELEC,Rio Vista City Hall,1 Main St,Rio Vista,CA,94571,38.15485,-121.69
979,ELEC,Fairfield City Hall,1000 Webster St,Fairfield,CA,94533,38.25281,-122.044229
980,ELEC,Solano Community College,4000 Suisun Valley Rd,Fairfield,CA,94534,38.23723,-122.123
981,HY,University of California Irvine,19172 Jamboree Rd,Irvine,CA,92612,33.663511,-117.856388
1015,LPG,Westmart,4990 Avenida Encinas,Carlsbad,CA,92008,33.134357,-117.330802
1021,BD,SeQuential Biofuels,86714 McVay Hwy,Eugene,OR,97405,44.018404,-123.026223
1024,E85,SeQuential Biofuels,86714 McVay Hwy,Eugene,OR,97405,44.018404,-123.026223
1025,CNG,City of Los Angeles - East Valley,11050 Pendleton St,Sun Valley,CA,91352,34.238744,-118.370919
1026,CNG,Trillium - City of Berkeley,1101 2nd St,Berkeley,CA,94710,37.88175,-122.306259
1027,CNG,Trillium - City of Visalia,439 N Cain St,Visalia,CA,93292,36.333091,-119.274467
1028,CNG,Trillium - Yolo County Transportation District,350 Industrial Way,Woodland,CA,95776,38.679225,-121.753508
1029,CNG,City of Los Angeles - South Los Angeles,786 S Mission Rd,Los Angeles,CA,90033,34.032695,-118.225351
1030,LNG,City of Los Angeles - South Los Angeles,786 S Mission Rd,Los Angeles,CA,90033,34.032695,-118.225351
1031,CNG,City of Los Angeles - West Valley,8840 Vanalden Ave,Northridge,CA,91324,34.232569,-118.549408
1037,ELEC,Los Angeles International Airport (LAX) - Lot 1,1 World Way,Los Angeles,CA,90045,33.944761,-118.399767
1040,CNG,Dominion Energy - Sinclair,524 N 1500 W,Orem,UT,84057,40.306765,-111.730637
1068,CNG,Victor Valley Transit Authority,100 N Sandstone Ct,Barstow,CA,92311,34.886448,-117.079423
1079,BD,Star Oilco - SeQuential Biofuels,232 Middlefield Rd,Portland,OR,97211,45.59544,-122.663432
1086,E85,Christensen Oil Co,524 N 1500 W,Orem,UT,84058,40.306752,-111.731141
1108,CNG,Robertson's Palmdale Honda,455 Auto Vista Dr,Palmdale,CA,93551,34.59343,-118.139497
1116,E85,Pacific Pride,1980 Terminal Dr,Richland,WA,99354,46.300162,-119.298836
1133,BD,Revolution CNG - JB Dewar Inc,75 Prado Rd,San Luis Obispo,CA,93401,35.254197,-120.670939
1189,HY,Shell - Torrance,2051 W 190th St,Torrance,CA,90504,33.858556,-118.31461
1223,BD,Nellis Air Force Base,6197 Depot Rd,Las Vegas,NV,89191,36.246512,-115.038003
1226,BD,McChord Air Force Base,930 Tacoma Ave S,Tacoma,WA,98438,47.253205,-122.445212
1238,BD,Carl's Junior 76 Station,2140 N Nimitz Hwy,Honolulu,HI,96819,21.32815,-157.885852
1239,CNG,Clean Energy - Canoga Park,7711 Canoga Ave,Canoga Park,CA,91304,34.209938,-118.597508
1240,CNG,Clean Energy - Los Angeles Sanitation District,23924 Figueroa St,Carson,CA,90745,33.807567,-118.284438
1241,CNG,Clean Energy - University of California Los Angeles,741 Charles E Young Dr,Los Angeles,CA,90095,34.067097,-118.447096
1244,CNG,Trillium - North County Transit District East,400 N Spruce St,Escondido,CA,92025,33.120281,-117.093041
1245,CNG,Clean Energy - Long Beach Gas and Oil Department,2400 E Spring St,Long Beach,CA,90755,33.81033131459334,-118.1629291607132
1246,CNG,Clean Energy - Santa Ana - SoCal Gas Base,3210 Maple St,Santa Ana,CA,92707,33.703906,-117.863732
1247,CNG,Clean Energy - San Leandro,8515 San Leandro St,Oakland,CA,94621,37.746023,-122.188974
1248,CNG,Clean Energy - Port of Oakland,209 Brush St,Oakland,CA,94607,37.798995,-122.28338
1249,CNG,Clean Energy - Pleasanton Garbage Service,3110 Busch Rd,Pleasanton,CA,94566,37.674927,-121.852776
1251,BD,Leathers - Portland,18145 SE Division,Portland,OR,97236,45.504952,-122.476183
1252,BD,Bretthauer Oil - Pacific Pride,2125 NE Cumulus Ave,McMinnville,OR,97128,45.201395,-123.176432
1290,CNG,PG&E - Merced Service Center,624 W 15th St,Merced,CA,95340,37.299692,-120.486137
1291,CNG,Clean Energy - Pomona Foothill Transit,1670 E 1st St,Pomona,CA,91766,34.059216,-117.722362
1294,LPG,City of Riverside,8095 Lincoln Ave,Riverside,CA,92504,33.92399216,-117.4119492
1316,BD,Snohomish Co-op,168 Lincoln Ave,Snohomish,WA,98290,47.91202,-122.0877
1328,CNG,Los Angeles Department of Water and Power - Downtown (Duco) Yard,433 E Temple St,Los Angeles,CA,90012,34.051852,-118.236702
1329,CNG,Los Angeles Department of Water and Power - Sun Valley,11760 Truesdale St,Sun Valley,CA,91352,34.249457,-118.387052
1330,CNG,Los Angeles Department of Water and Power - Saticoy Yard,14401 Saticoy St,Van Nuys,CA,91405,34.2084913,-118.4480535
1335,E85,Western Convenience Store,2775 Briargate Blvd,Colorado Springs,CO,80920,38.941168,-104.775784
1336,E85,Cenex - Agland,2449 35th Ave,Greeley,CO,80634,40.396577,-104.735492
1344,E85,Poudre Valley Co-op,225 NW Frontage Rd,Fort Collins,CO,80524,40.58992,-105.003017
1361,BD,Star Oilco - Linnton Shell,11330 NW St. Helens Rd,Portland,OR,97231,45.603451,-122.788857
1363,E85,Alta Convenience Store - Conoco,15201 E Hampden,Aurora,CO,80014,39.653535,-104.811149
1375,E85,Alta Convenience Store,2801 N Elizabeth,Pueblo,CO,81008,38.29709569781878,-104.6154997134918
1376,E85,Alta Convenience Store,723 Pueblo Blvd,Pueblo,CO,81005,38.272626,-104.662501
1381,E85,Alta Convenience Store,2105 Colorado Ave,Colorado Springs,CO,80904,38.843522,-104.857161
1385,BD,Star Oilco - Pacific Pride,2528 SE Holgate Blvd,Portland,OR,97202,45.490027,-122.639824
1394,LNG,Victor Valley Transit Authority,100 N Sandstone Ct,Barstow,CA,92311,34.886448,-117.079423
1420,E85,Alta Convenience Store,1970 S Holly,Denver,CO,80222,39.680908,-104.921912
1427,E85,Western Convenience Store,2507 E Platte Ave,Colorado Springs,CO,80907,38.839021,-104.77939
1428,E85,Western Convenience Store,2387 W 72nd Ave,Denver,CO,80221,39.827592,-105.015228
1429,E85,Western Convenience Store,1500 N Main St,Longmont,CO,80501,40.18511,-105.101891
1430,E85,Western Convenience Store,3201 Lake Ave,Pueblo,CO,81004,38.218308,-104.625565
1431,E85,Western Convenience Store,9190 Huron St,Thornton,CO,80260,39.863116,-104.996078
1432,CNG,Clean Energy - City of Santa Clarita,28283 Alta Vista Ave,Santa Clarita,CA,91355,34.448887,-118.576562
1439,BD,Team Petroleum,105 E Lincoln,Fort Collins,CO,80524,40.587877,-105.067097
1440,CNG,Kern County Superintendent of Schools,705 S Union Ave,Bakersfield,CA,93307,35.35006990889872,-119.0034896884995
1451,CNG,Regional Transportation Commission of Washoe County,600 Sutro St,Reno,NV,89512,39.535264,-119.796748
1454,E85,Pearson Fuels - Bressi Ranch Fuel Mart,2741 Gateway Rd,Carlsbad,CA,92009,33.127936,-117.251427
1455,E85,ConservFuel,11699 San Vicente Blvd,Los Angeles,CA,90049,34.053925,-118.465643
1456,E85,Pearson Fuels - G&M #198,1660 Oceanside Blvd,Oceanside,CA,92054,33.189298,-117.364261
1469,CNG,City of San Bernardino,187 S Pershing Ave,San Bernardino,CA,92408,34.098543,-117.288482
1483,E85,Eagle Convenience #5 - Cenex,600 E 8th Ave,Yuma,CO,80759,40.119917,-102.716079
1498,CNG,City of Riverside,5961 Acorn St,Riverside,CA,92504,33.96068,-117.454372
1504,ELEC,Southern California Edison - Sacramento Office,1201 K St,Sacramento,CA,95831,38.578568,-121.491058
1525,E85,Pearson Fuels - Chevron,1001 Willow Pass Ct,Concord,CA,94520,38.01483,-121.999551
1533,E85,Pearson Fuels - Chevron,525 W A St,Hayward,CA,94541,37.666392,-122.110511
1548,E85,Jay's Garage,734 SE 7th Ave,Portland,OR,97214,45.51746,-122.658364
1551,E85,Shell,2959 N M St,Tulare,CA,93274,36.239781,-119.349578
1554,E85,Shell,1401 172nd St NE,Marysville,WA,98271,48.15223506265773,-122.2108393988113
1578,E85,Alta Convenience Store,40 Colorado 67,Woodland Park,CO,80863,39.031669,-105.081022
1584,ELEC,LADWP - Boylston,1141 W 2nd St,Los Angeles,CA,90026,34.059047,-118.256812
1585,ELEC,LADWP - Central District,1350 S Wall St,Los Angeles,CA,90015,34.033898,-118.256673
1586,ELEC,LADWP - Lincoln Heights District,3101 Artesian St,Los Angeles,CA,90031,34.081998,-118.21713
1587,ELEC,LADWP - Receiving Station C,900 E Lomita Blvd,Wilmington,CA,90744,33.799476,-118.257977
1588,ELEC,LADWP - Valley Center Admin Lot,14401 Saticoy St,Van Nuys,CA,91405,34.208708,-118.444358
1589,ELEC,LADWP - Valley Generating Station,11801 Sheldon St,Sun Valley,CA,91352,34.241928,-118.390147
1595,CNG,Questar Gas - LW's Travel Plaza,1674 W 1100 S,Perry,UT,84302,41.485609,-112.057813
1596,CNG,Questar Gas - RB's Fuel Stop - Phillips 66,527 S 700 W,Woods Cross,UT,84087,40.883673,-111.898809
1623,CNG,Clean Energy - Los Angeles County Metropolitan Transportation Authority - Division 9,3449 Santa Anita Ave,El Monte,CA,91731,34.071404,-118.042218
1624,CNG,Clean Energy - Los Angeles County Metropolitan Transportation Authority - Division 2,720 E 15th St,Los Angeles,CA,90021,34.029763,-118.253749
1625,CNG,PG&E - Los Banos Service Center,940 I St,Los Banos,CA,93635,37.058724,-120.843011
1626,E85,Kum & Go #934,8105 6th St,Wellington,CO,80549,40.702201,-105.000419
1628,E85,Thunderbird Petroleum,322 Highway 96,Sheridan Lake,CO,81071,38.46626,-102.289739
1629,E85,Eagle Travel Stop,20974 US Highway 6,Sterling,CO,80751,40.6171,-103.184285
1630,ELEC,City of Lacey - City Hall Parking,420 College St,Lacey,WA,98503,47.044011,-122.822404
1633,E85,Gateway Gas & Deli,8030 Douglas Ave SE,Snoqualmie,WA,98065,47.528686,-121.875976
1635,ELEC,Oregon Museum of Science and Industry (OMSI) - South Parking Lot,1945 SE Water Ave,Portland,OR,97214,45.508396,-122.664667
1636,CNG,Republic Services - Rainbow Disposal,17121 Nichols Ln,Huntington Beach,CA,92647,33.71397,-117.996294
1639,E85,Kum & Go #914,7027 20th St,Greeley,CO,80634,40.407386,-104.7935
1646,CNG,City of San Fernando,120 N Macneil St,San Fernando,CA,91340,34.283588,-118.43876
1649,E85,Western Convenience Store,123 W Cranson Ave,Fowler,CO,81039,38.131197,-104.024667
1650,E85,Western Convenience Store,2630 Colorado Blvd,Idaho Springs,CO,80452,39.741825,-105.502674
1651,E85,Boulder Gas,2995 28th St,Boulder,CO,80301,40.028771,-105.258794
